CX,CY,LVX,LVY,ANG,AV,LG,RG,ACT
-0.12737627,-0.000853076,0.00012808092,-1.7188793e-07,-0.0024660614,-3.7130823e-05,1.0,1.0,0
-0.12737617,-0.000853076,8.81079e-06,-1.1777403e-08,-0.0024661936,-2.5556003e-06,1.0,1.0,0
-0.12737656,-0.000853076,-3.5550933e-05,4.807301e-08,-0.002465657,1.0315083e-05,1.0,1.0,0
-0.12737684,-0.000853076,-2.5719968e-05,3.436638e-08,-0.0024652758,7.448477e-06,1.0,1.0,0
-0.12737694,-0.000853076,-5.1144675e-06,5.6977125e-09,-0.0024651894,1.4831979e-06,1.0,1.0,0
-0.12737684,-0.000853076,4.9864616e-06,-6.9773707e-09,-0.0024652707,-1.4576004e-06,1.0,1.0,0
-0.12737675,-0.000853076,4.857639e-06,-5.0898827e-09,-0.0024653496,-1.4307618e-06,1.0,1.0,0
-0.12737675,-0.000853076,1.5284058e-06,-4.044145e-09,-0.0024653755,-4.550562e-07,1.0,1.0,0
-0.12737675,-0.000853076,-5.848407e-07,1.5749217e-09,-0.0024653745,2.0113616e-07,1.0,1.0,0
-0.12737675,-0.000853076,-8.789046e-07,2.3481361e-09,-0.0024653592,3.2754863e-07,1.0,1.0,0
-0.12737675,-0.000853076,-3.891067e-07,6.598072e-10,-0.002465354,1.3439751e-07,1.0,1.0,0
-0.12737675,-0.000853076,5.079705e-08,-2.9522196e-10,-0.00246536,-8.782672e-08,1.0,1.0,0
-0.12737675,-0.000853076,1.5990537e-07,-5.514055e-10,-0.0024653652,-6.9515146e-08,1.0,1.0,0
-0.12737675,-0.000853076,9.559542e-08,-4.5235152e-10,-0.0024653708,-8.10809e-08,1.0,1.0,0
-0.12737675,-0.000853076,3.1057464e-08,7.517281e-10,-0.0024653692,-8.5744674e-08,1.0,1.0,0
-0.12737675,-0.000853076,-1.95862e-08,8.9334296e-10,-0.0024653757,4.8967117e-08,1.0,1.0,0
-0.12737675,-0.000853076,-4.3969727e-08,-4.9432798e-11,-0.002465366,9.297697e-08,1.0,1.0,0
-0.12737675,-0.000853076,-4.317407e-08,4.323345e-10,-0.0024653706,8.63975e-08,1.0,1.0,0
-0.12737675,-0.000853076,-3.7401374e-08,-1.0179006e-10,-0.0024653603,9.069939e-08,1.0,1.0,0
0.0064591407,1.4180282,0.6542331,0.31589657,-0.007477821,-0.14819352,0.0,0.0,0
0.012918567,1.4245586,0.6533483,0.29018933,-0.014800578,-0.14646766,0.0,0.0,1
0.019305611,1.4304953,0.644257,0.26378188,-0.020290254,-0.1098037,0.0,0.0,1
0.02563324,1.435842,0.6367859,0.23757161,-0.024275443,-0.079711065,0.0,0.0,1
0.031879045,1.4405813,0.62654376,0.21060432,-0.026207365,-0.038641833,0.0,0.0,1
0.038062286,1.4447327,0.61866605,0.18449521,-0.02655402,-0.006933663,0.0,0.0,1
0.044184018,1.4482844,0.6109667,0.15787783,-0.025357,0.02394234,0.0,0.0,1
0.0502223,1.4512346,0.60050756,0.1311652,-0.022065278,0.06584063,0.0,0.0,1
0.05619955,1.4535757,0.5928535,0.1041135,-0.017245976,0.09639448,0.0,0.0,0
0.062176704,1.4553171,0.59283817,0.07744388,-0.012427658,0.09637542,0.0,0.0,1
0.06808557,1.4564621,0.5842892,0.050925005,-0.005898153,0.13060215,0.0,0.0,1
0.073926546,1.4570068,0.57575774,0.02422255,0.00233563,0.16469093,0.0,0.0,1
0.07969761,1.4569415,0.5670173,-0.0029496043,0.0123151895,0.19960955,0.0,0.0,1
0.0853713,1.4562701,0.55480707,-0.029980958,0.024735784,0.24843459,0.0,0.0,1
0.09095192,1.4550052,0.5431432,-0.05653407,0.03948196,0.29495054,0.0,0.0,0
0.09653187,1.4531431,0.54310036,-0.08321957,0.05422524,0.29489237,0.0,0.0,1
0.10205145,1.4506844,0.5355467,-0.10995425,0.070470884,0.32494235,0.0,0.0,1
0.10748024,1.4476217,0.524215,-0.13710952,0.08898167,0.3702495,0.0,0.0,1
0.1128314,1.443953,0.5145209,-0.16440775,0.10943326,0.40906888,0.0,0.0,1
0.11810656,1.4396894,0.5050991,-0.19128837,0.13175382,0.446452,0.0,0.0,3
0.12345467,1.4348366,0.5143281,-0.21762328,0.15220691,0.4090988,0.0,0.0,1
0.12871352,1.4293582,0.5031747,-0.24596737,0.17495033,0.4549099,0.0,0.0,0
0.13397083,1.4232866,0.5031194,-0.27268407,0.19768827,0.4547997,0.0,0.0,3
0.1392932,1.4166293,0.5113932,-0.29879057,0.21874195,0.4211115,0.0,0.0,3
0.14468965,1.4094145,0.52090204,-0.32354105,0.23776296,0.38045424,0.0,0.0,2
0.14976597,1.4028445,0.4898487,-0.29498026,0.25587565,0.36227208,0.0,0.0,3
0.15494223,1.3956951,0.5018541,-0.32058892,0.2719972,0.32243162,0.0,0.0,2
0.15977994,1.3890136,0.46867102,-0.29984385,0.28749475,0.30995095,0.0,0.0,3
0.16467485,1.3817644,0.47599512,-0.32491246,0.30141374,0.27838016,0.0,0.0,1
0.16948691,1.3738794,0.4656148,-0.35375616,0.31756142,0.3229533,0.0,0.0,3
0.17435427,1.3654301,0.47272652,-0.37866864,0.33214816,0.2917353,0.0,0.0,2
0.17877464,1.3576236,0.42877054,-0.35006058,0.34603038,0.27764446,0.0,0.0,3
0.18327704,1.3492619,0.43919557,-0.37433296,0.35764134,0.23221882,0.0,0.0,2
0.18755817,1.3415006,0.4168063,-0.3478097,0.36958924,0.23895815,0.0,0.0,3
0.19192418,1.3331819,0.4275167,-0.3720983,0.37921238,0.19246271,0.0,0.0,3
0.19636765,1.3243002,0.4373011,-0.39663428,0.38671732,0.15009883,0.0,0.0,3
0.20088367,1.3148752,0.44658846,-0.4202574,0.39206558,0.106965125,0.0,0.0,2
0.20523863,1.3059424,0.42993617,-0.3985564,0.39801165,0.11892097,0.0,0.0,2
0.20942107,1.2972555,0.41244406,-0.3877245,0.40423274,0.12442173,0.0,0.0,3
0.21368904,1.2880191,0.42326397,-0.4115227,0.4080355,0.0760551,0.0,0.0,2
0.21777812,1.2794206,0.4046711,-0.38338658,0.41259214,0.09113325,0.0,0.0,3
0.22195435,1.2702755,0.4156971,-0.40701047,0.41466513,0.041460633,0.0,0.0,2
0.22562914,1.2618736,0.36598495,-0.37385878,0.41628444,0.03238547,0.0,0.0,3
0.22935954,1.2529149,0.37307984,-0.39815423,0.41624182,-0.0008522669,0.0,0.0,2
0.2328457,1.2441602,0.3486783,-0.38908297,0.4161678,-0.0014805429,0.0,0.0,3
0.2364068,1.2348552,0.35818696,-0.4129446,0.4139237,-0.044881575,0.0,0.0,2
0.23965159,1.2259699,0.32663783,-0.3942691,0.4116052,-0.04636988,0.0,0.0,2
0.2425743,1.2175891,0.29442823,-0.3718548,0.4092833,-0.046437975,0.0,0.0,2
0.24525718,1.2091898,0.2707248,-0.3726018,0.40665704,-0.052525125,0.0,0.0,2
0.2478219,1.2011039,0.25834602,-0.35882786,0.4046428,-0.040285207,0.0,0.0,3
0.2504403,1.1924644,0.26524773,-0.38301164,0.4009884,-0.073087856,0.0,0.0,2
0.2528183,1.1836436,0.24169496,-0.39094335,0.3968143,-0.083482325,0.0,0.0,2
0.25482646,1.1754586,0.20480888,-0.36266586,0.3925347,-0.08559118,0.0,0.0,3
0.25691718,1.1667343,0.21537165,-0.3860286,0.38582298,-0.13423431,0.0,0.0,2
0.25880414,1.1579487,0.19523762,-0.38872033,0.37886286,-0.13920268,0.0,0.0,2
0.2606327,1.1493254,0.18883708,-0.38168314,0.37252095,-0.12683807,0.0,0.0,2
0.26224357,1.1405492,0.1674801,-0.3883992,0.3657425,-0.13556883,0.0,0.0,2
0.26351708,1.1325839,0.13368753,-0.35241374,0.35906333,-0.13358381,0.0,0.0,3
0.2648693,1.1240693,0.14368519,-0.3763328,0.35014474,-0.17837235,0.0,0.0,2
0.26604193,1.1157904,0.12565519,-0.3659348,0.34132954,-0.1763042,0.0,0.0,2
0.2669099,1.1079175,0.09549242,-0.34787,0.332225,-0.18209127,0.0,0.0,2
0.26756066,1.100867,0.07334042,-0.3114843,0.32360047,-0.17249037,0.0,0.0,3
0.2682883,1.0932672,0.083168715,-0.3354765,0.31278825,-0.21624467,0.0,0.0,2
0.26904687,1.0857769,0.08551565,-0.33085388,0.30278456,-0.20007375,0.0,0.0,2
0.2694746,1.0785369,0.053120144,-0.31965575,0.2921025,-0.21364148,0.0,0.0,3
0.26999408,1.0707393,0.064737685,-0.34405413,0.2789456,-0.26313797,0.0,0.0,2
0.27015752,1.0636574,0.029635657,-0.3122701,0.2653228,-0.27245587,0.0,0.0,2
0.27012578,1.0571134,0.010114193,-0.28849423,0.2517485,-0.27148625,0.0,0.0,2
0.27000028,1.0514759,6.798461e-05,-0.24844535,0.23891097,-0.25675043,0.0,0.0,0
0.26987448,1.0452405,7.305665e-05,-0.27512547,0.22607361,-0.2567475,0.0,0.0,0
0.2697483,1.0384073,7.787272e-05,-0.30180565,0.21323638,-0.2567446,0.0,0.0,1
0.2695589,1.0309659,-0.0078054974,-0.32915527,0.20199648,-0.224798,0.0,0.0,2
0.26924667,1.0237876,-0.020038716,-0.31754556,0.19073391,-0.22525172,0.0,0.0,2
0.2688753,1.0174978,-0.02651821,-0.27821738,0.18007265,-0.21322541,0.0,0.0,1
0.26841393,1.0105848,-0.03780935,-0.30625594,0.17172876,-0.1668775,0.0,0.0,1
0.26788434,1.0030488,-0.04639815,-0.33419153,0.16516156,-0.13134383,0.0,0.0,2
0.26720923,0.9956567,-0.060661115,-0.32779244,0.15830742,-0.13708304,0.0,0.0,2
0.26638594,0.9889359,-0.07541039,-0.2979871,0.15139431,-0.1382626,0.0,0.0,3
0.2656413,0.98164004,-0.06550724,-0.32337856,0.14244789,-0.17892838,0.0,0.0,2
0.26488218,0.97452796,-0.06722796,-0.31528693,0.13377765,-0.17340466,0.0,0.0,1
0.2640314,0.96680605,-0.07867475,-0.34263808,0.12741366,-0.12727988,0.0,0.0,2
0.26311368,0.95989054,-0.085617766,-0.30684188,0.12129271,-0.12241884,0.0,0.0,3
0.26227874,0.9523829,-0.07523139,-0.33302143,0.1130849,-0.16415647,0.0,0.0,2
0.26126844,0.94523823,-0.09230483,-0.31690654,0.10440542,-0.17358984,0.0,0.0,2
0.2603404,0.93834084,-0.084708214,-0.3060114,0.09637686,-0.16057086,0.0,0.0,1
0.25933868,0.9308234,-0.09398379,-0.3337232,0.0902353,-0.12283097,0.0,0.0,2
0.25834304,0.9235767,-0.09362749,-0.3217312,0.084364176,-0.11742274,0.0,0.0,2
0.25732344,0.9167407,-0.096186854,-0.3035017,0.07864431,-0.11439737,0.0,0.0,0
0.2563038,0.90930533,-0.09618651,-0.3301711,0.07292446,-0.11439713,0.0,0.0,2
0.25537834,0.9027726,-0.08753707,-0.2901098,0.06797617,-0.09896557,0.0,0.0,1
0.25435525,0.8956284,-0.09981569,-0.31740555,0.06549728,-0.04957793,0.0,0.0,2
0.2531249,0.88854235,-0.11969389,-0.31479213,0.062195793,-0.066029966,0.0,0.0,2
0.25202265,0.881789,-0.107662454,-0.3000426,0.059663597,-0.05064378,0.0,0.0,2
0.25082532,0.8755088,-0.11692917,-0.2790125,0.05688949,-0.05548225,0.0,0.0,2
0.24951115,0.86931455,-0.12818372,-0.2751773,0.053696513,-0.063859545,0.0,0.0,1
0.24812555,0.8625123,-0.13716185,-0.302272,0.05230758,-0.027778417,0.0,0.0,2
0.24676427,0.85572654,-0.13493231,-0.3015542,0.051130626,-0.023539104,0.0,0.0,3
0.24547663,0.8483454,-0.12570654,-0.327948,0.048103258,-0.060547043,0.0,0.0,0
0.24418898,0.8403644,-0.1257065,-0.35461542,0.04507591,-0.060547,0.0,0.0,2
0.24281225,0.83284265,-0.13433588,-0.33419982,0.04178462,-0.06582569,0.0,0.0,2
0.24125843,0.82588476,-0.15137683,-0.30913743,0.03782459,-0.07920057,0.0,0.0,3
0.23976603,0.81833595,-0.14365819,-0.33537176,0.032313745,-0.11021702,0.0,0.0,2
0.2381771,0.8111701,-0.15296005,-0.31836674,0.026454473,-0.1171854,0.0,0.0,1
0.23651847,0.80339384,-0.16170838,-0.34554446,0.022351665,-0.08205609,0.0,0.0,2
0.23499393,0.7964686,-0.1490325,-0.30774742,0.018967822,-0.06767676,0.0,0.0,2
0.23332986,0.7899412,-0.1623849,-0.29006165,0.014997605,-0.0794043,0.0,0.0,2
0.23165445,0.78433126,-0.1635318,-0.24929066,0.011044977,-0.07905264,0.0,0.0,0
0.22997904,0.7781216,-0.16353178,-0.2759587,0.00709235,-0.079052575,0.0,0.0,0
0.22830372,0.7713122,-0.16353177,-0.30262667,0.0031397382,-0.07905247,0.0,0.0,2
0.22674933,0.7651387,-0.1520021,-0.27437583,-0.00024154269,-0.067625724,0.0,0.0,2
0.22506352,0.75940377,-0.164542,-0.25489005,-0.0042319535,-0.07980814,0.0,0.0,2
0.22350493,0.7543695,-0.15239316,-0.22375722,-0.0076513733,-0.06838863,0.0,0.0,1
0.22185144,0.7487469,-0.16430265,-0.24990214,-0.008684376,-0.020660054,0.0,0.0,1
0.22012071,0.7425262,-0.17399795,-0.2764703,-0.007775553,0.018176533,0.0,0.0,1
0.2183053,0.73571795,-0.18461753,-0.30257407,-0.004738454,0.06074188,0.0,0.0,2
0.2163926,0.72915405,-0.19387229,-0.29172143,-0.0021632502,0.05150398,0.0,0.0,2
0.2146347,0.72314143,-0.17911953,-0.26722383,0.0011189625,0.06564446,0.0,0.0,2
0.21292543,0.717989,-0.1744875,-0.22900051,0.0046307147,0.07023507,0.0,0.0,3
0.21129838,0.71224207,-0.16417912,-0.25542372,0.006077703,0.02893981,0.0,0.0,0
0.20967121,0.7058952,-0.16417912,-0.28209057,0.0075247083,0.028939847,0.0,0.0,3
0.20812206,0.6989531,-0.15439752,-0.30853537,0.0070122555,-0.010248878,0.0,0.0,3
0.20663318,0.69142115,-0.14682487,-0.33474758,0.0049821525,-0.04060229,0.0,0.0,2
0.20523015,0.6843999,-0.1386675,-0.312051,0.0033652072,-0.03233861,0.0,0.0,1
0.20374775,0.67677754,-0.14862141,-0.33877325,0.003741697,0.007529876,0.0,0.0,2
0.2021761,0.66918343,-0.15713844,-0.33752054,0.0037126448,-0.0005810774,0.0,0.0,2
0.2007761,0.662561,-0.14078738,-0.2943363,0.004494917,0.015645392,0.0,0.0,1
0.19929495,0.6553409,-0.15097825,-0.3209074,0.007317824,0.056458097,0.0,0.0,2
0.19786616,0.64807165,-0.1459977,-0.3230895,0.010395123,0.06154596,0.0,0.0,3
0.19651899,0.6402058,-0.1357558,-0.34960744,0.011420907,0.020515762,0.0,0.0,2
0.19532394,0.6326613,-0.12128798,-0.33532235,0.013181984,0.035221763,0.0,0.0,2
0.19409704,0.62518275,-0.12435528,-0.33239642,0.014822564,0.03281159,0.0,0.0,2
0.19278336,0.6176505,-0.13264525,-0.33477798,0.016087271,0.02529395,0.0,0.0,3
0.19153318,0.60950935,-0.124680735,-0.36183122,0.015759578,-0.006553983,0.0,0.0,2
0.1902935,0.6016054,-0.12373157,-0.35128418,0.015520334,-0.004784663,0.0,0.0,2
0.18915062,0.59412634,-0.114541724,-0.33240584,0.01577788,0.0051506264,0.0,0.0,2
0.18790141,0.5866396,-0.124714315,-0.3327412,0.01557227,-0.004112154,0.0,0.0,2
0.18671998,0.5792987,-0.11828027,-0.32626647,0.015715964,0.0028738973,0.0,0.0,2
0.18560238,0.57292414,-0.11228172,-0.28331313,0.016229693,0.010274546,0.0,0.0,2
0.18433419,0.5666763,-0.12667154,-0.27767977,0.016083693,-0.0029198304,0.0,0.0,1
0.18296966,0.55983573,-0.13875586,-0.30405045,0.018355574,0.045437645,0.0,0.0,2
0.18176337,0.55295193,-0.12370201,-0.3059887,0.021390181,0.06069231,0.0,0.0,0
0.18055706,0.5454682,-0.12370199,-0.33265612,0.024424799,0.06069227,0.0,0.0,2
0.1793458,0.5387374,-0.12427936,-0.29920053,0.027537905,0.062261842,0.0,0.0,2
0.17807475,0.5325167,-0.13007464,-0.2765331,0.030468618,0.0586145,0.0,0.0,2
0.17681035,0.5262612,-0.12948787,-0.27808866,0.033483278,0.060293227,0.0,0.0,3
0.17564268,0.5194084,-0.117358185,-0.30458108,0.034068026,0.0116946455,0.0,0.0,0
0.174475,0.5119556,-0.117358185,-0.33124772,0.034652747,0.011694614,0.0,0.0,2
0.17343578,0.5046291,-0.105199,-0.32564986,0.03590783,0.02510191,0.0,0.0,2
0.17246084,0.4979155,-0.0992012,-0.2984282,0.037594024,0.033723712,0.0,0.0,2
0.171309,0.49198952,-0.11621986,-0.26340178,0.03862391,0.020597866,0.0,0.0,0
0.17015715,0.48546353,-0.11621986,-0.29006854,0.039653815,0.020597879,0.0,0.0,2
0.16885786,0.47900477,-0.13036565,-0.28706992,0.04008369,0.008597474,0.0,0.0,3
0.16765308,0.47195622,-0.118502796,-0.31321725,0.038131952,-0.03903498,0.0,0.0,2
0.16654415,0.46572542,-0.109525815,-0.27688995,0.036789548,-0.026848286,0.0,0.0,0
0.16543531,0.45889464,-0.109525785,-0.30355677,0.035447128,-0.026848305,0.0,0.0,2
0.16423607,0.45266297,-0.11827551,-0.27692574,0.033817805,-0.032586385,0.0,0.0,3
0.16312551,0.4458325,-0.107143894,-0.3034954,0.029959328,-0.07716982,0.0,0.0,2
0.16203766,0.43971062,-0.10510395,-0.27201244,0.026326077,-0.07266501,0.0,0.0,2
0.16105309,0.43395704,-0.0953433,-0.25566402,0.023248063,-0.061560113,0.0,0.0,2
0.15994397,0.4291662,-0.107325956,-0.2128763,0.019706238,-0.070836425,0.0,0.0,1
0.15877227,0.42377967,-0.11517682,-0.23937461,0.01773505,-0.03942365,0.0,0.0,3
0.15769272,0.41779462,-0.10361552,-0.26595888,0.013448423,-0.085732654,0.0,0.0,1
0.15655355,0.4112205,-0.11108403,-0.29215804,0.0106549,-0.055870205,0.0,0.0,1
0.15534315,0.40404254,-0.120017946,-0.31901255,0.009651157,-0.020074917,0.0,0.0,2
0.15419254,0.39738223,-0.11435678,-0.29600954,0.008956499,-0.013893005,0.0,0.0,2
0.15300684,0.391584,-0.11775072,-0.2576923,0.008139277,-0.01634452,0.0,0.0,2
0.15169135,0.38640833,-0.13013937,-0.2300225,0.0067532337,-0.027720723,0.0,0.0,1
0.150309,0.38062665,-0.13854195,-0.2569675,0.007050565,0.0059467643,0.0,0.0,2
0.14892283,0.37537122,-0.13892618,-0.23357254,0.007354681,0.006082554,0.0,0.0,1
0.14747314,0.369522,-0.14689258,-0.25997645,0.009253374,0.037973844,0.0,0.0,3
0.14609976,0.36307392,-0.13731648,-0.28657913,0.009234225,-0.00038316555,0.0,0.0,2
0.14470682,0.35746622,-0.139231,-0.24923111,0.009164906,-0.0013862263,0.0,0.0,2
0.14314394,0.35227883,-0.15544605,-0.23054603,0.008339373,-0.016510822,0.0,0.0,0
0.14158106,0.34649143,-0.15544605,-0.25721276,0.0075138286,-0.016510824,0.0,0.0,2
0.13992214,0.34099633,-0.16462348,-0.24422339,0.0062647355,-0.024981832,0.0,0.0,1
0.13819408,0.33491114,-0.17331523,-0.27045205,0.0067551634,0.009808574,0.0,0.0,2
0.13658638,0.32907245,-0.16184494,-0.2595045,0.007820068,0.021298002,0.0,0.0,2
0.1347949,0.32321405,-0.17938069,-0.26037115,0.008049225,0.0045831837,0.0,0.0,2
0.13285474,0.31831506,-0.19358608,-0.2177328,0.0076298076,-0.008388182,0.0,0.0,2
0.13103533,0.3133612,-0.18210214,-0.22017154,0.007780548,0.0030148255,0.0,0.0,0
0.1292158,0.30780733,-0.18210216,-0.24683823,0.007931295,0.0030148122,0.0,0.0,2
0.12733336,0.30225664,-0.1881089,-0.24669562,0.007806117,-0.0025036347,0.0,0.0,2
0.12560558,0.29754883,-0.1734071,-0.20923963,0.008429841,0.012474493,0.0,0.0,1
0.12380829,0.29223356,-0.18214375,-0.23625134,0.010804217,0.047487434,0.0,0.0,2
0.12203207,0.2871709,-0.18014506,-0.22502467,0.013305102,0.05001747,0.0,0.0,3
0.120345786,0.2815017,-0.16887349,-0.2519685,0.013550349,0.0049047545,0.0,0.0,3
0.11872549,0.2752402,-0.16059726,-0.27827564,0.012136473,-0.028277164,0.0,0.0,2
0.11719885,0.26926282,-0.15170406,-0.26565543,0.011188293,-0.018963639,0.0,0.0,1
0.115589425,0.26268497,-0.1620931,-0.2923593,0.0123206405,0.022647012,0.0,0.0,2
0.11385088,0.25649464,-0.17443326,-0.2751285,0.012893803,0.01146284,0.0,0.0,2
0.11205797,0.25034237,-0.17964026,-0.2734379,0.013240952,0.0069426573,0.0,0.0,3
0.110357955,0.24360166,-0.16798429,-0.29957283,0.011251391,-0.03979101,0.0,0.0,2
0.10878058,0.23702389,-0.15632349,-0.29233706,0.009854815,-0.0279316,0.0,0.0,2
0.10703735,0.23048817,-0.17214787,-0.29046306,0.007711251,-0.04287124,0.0,0.0,2
0.10533438,0.2243919,-0.16833912,-0.2709346,0.005778028,-0.03866463,0.0,0.0,3
0.10371027,0.2176853,-0.15844014,-0.29806063,0.0018634707,-0.07829104,0.0,0.0,1
0.101987936,0.21037224,-0.17077489,-0.32502222,0.00041928398,-0.02888387,0.0,0.0,2
0.100418374,0.20400281,-0.15620418,-0.28308687,-0.00031660945,-0.014717909,0.0,0.0,2
0.098676875,0.19781299,-0.1726053,-0.27510694,-0.0018488283,-0.03064417,0.0,0.0,2
0.097114086,0.19215669,-0.15555367,-0.25139028,-0.0025612088,-0.014247961,0.0,0.0,2
0.09545145,0.1871956,-0.16506405,-0.22049464,-0.0037458101,-0.023691852,0.0,0.0,1
0.093699075,0.18163748,-0.17632888,-0.24702337,-0.0026743365,0.02142959,0.0,0.0,3
0.092040345,0.17548615,-0.16458014,-0.27339745,-0.0039553507,-0.025620187,0.0,0.0,2
0.090538785,0.17028072,-0.1495786,-0.23135643,-0.004529092,-0.011474746,0.0,0.0,3
0.08912764,0.16447121,-0.13822734,-0.2582117,-0.0073763295,-0.05694477,0.0,0.0,2
0.0877593,0.15905772,-0.13412976,-0.2406153,-0.010048873,-0.05345102,0.0,0.0,2
0.086465165,0.15397741,-0.1270158,-0.2258096,-0.012406994,-0.047162704,0.0,0.0,1
0.08510809,0.14829212,-0.13492496,-0.25268486,-0.013182351,-0.015507137,0.0,0.0,3
0.08383179,0.1420003,-0.12478311,-0.27966347,-0.015990099,-0.056154948,0.0,0.0,2
0.08273725,0.1357602,-0.10742917,-0.27736023,-0.017990304,-0.040004246,0.0,0.0,2
0.08173265,0.1301335,-0.098788425,-0.2500937,-0.019642467,-0.0330432,0.0,0.0,2
0.080805495,0.12516204,-0.09132316,-0.2209737,-0.021012658,-0.027404124,0.0,0.0,1
0.079782106,0.11959406,-0.1034054,-0.2474524,-0.01996233,0.021006767,0.0,0.0,3
0.07885246,0.11341825,-0.091634735,-0.27449697,-0.021271568,-0.026184753,0.0,0.0,1
0.07784052,0.10664664,-0.10196121,-0.3009512,-0.020511597,0.015199493,0.0,0.0,2
0.07698707,0.100077875,-0.08680495,-0.2919258,-0.019070283,0.028826341,0.0,0.0,2
0.07606964,0.09433709,-0.09282558,-0.25513342,-0.018009223,0.021221362,0.0,0.0,2
0.075185396,0.08873549,-0.0896187,-0.24894731,-0.016835898,0.023466693,0.0,0.0,2
0.07432604,0.083846435,-0.08716895,-0.21727581,-0.015615508,0.024407716,0.0,0.0,2
0.07345066,0.07893535,-0.088673145,-0.21826206,-0.01449737,0.022362893,0.0,0.0,1
0.07248621,0.07342416,-0.099839434,-0.24491337,-0.01114322,0.06708297,0.0,0.0,2
0.071655944,0.06859046,-0.08700933,-0.21480544,-0.007213321,0.07859783,0.0,0.0,2
0.07085772,0.06397027,-0.083937235,-0.20532759,-0.0031536247,0.081193924,0.0,0.0,0
0.07005949,0.058750328,-0.08393724,-0.23199564,0.00090605475,0.08119381,0.0,0.0,2
0.069246866,0.05415989,-0.085313395,-0.20402518,0.0049023074,0.079924956,0.0,0.0,2
0.06832762,0.04962853,-0.095480494,-0.20140834,0.008415844,0.07027061,0.0,0.0,2
0.06735277,0.045783386,-0.10081555,-0.17091602,0.011705351,0.06579028,0.0,0.0,1
0.066298485,0.04133993,-0.11078583,-0.19753732,0.016991166,0.1057163,0.0,0.0,3
0.06531229,0.03629466,-0.1022316,-0.22427781,0.02056464,0.07146917,0.0,0.0,3
0.06441984,0.030645572,-0.09048688,-0.25108868,0.021787722,0.024461877,0.0,0.0,2
0.06360693,0.02594913,-0.08301182,-0.20875664,0.023482112,0.033888068,0.0,0.0,1
0.06269865,0.020651445,-0.09497382,-0.23552105,0.027572226,0.081802174,0.0,0.0,2
0.061805535,0.015940556,-0.093618676,-0.20945975,0.0318335,0.08522542,0.0,0.0,2
0.060774136,0.011511693,-0.10690137,-0.1969241,0.035541553,0.07416111,0.0,0.0,2
0.059828855,0.007884953,-0.09884337,-0.16129503,0.039800797,0.08518499,0.0,0.0,0
0.05888357,0.0036585068,-0.098843284,-0.18796323,0.044060033,0.08518491,0.0,0.0,3
0.057939053,-0.0004452014,-0.07767394,-0.1819876,0.027462862,-0.33198154,0.0,1.0,2
0.056889437,-0.0038557195,-0.06988985,-0.15132095,-0.0072509837,-0.6943811,1.0,1.0,0
0.05582838,-0.0066969655,-0.073559955,-0.12699,-0.0383088,-0.6197745,1.0,1.0,0
0.05485897,-0.009260836,-0.077313825,-0.11457595,-0.05770498,-0.38793123,1.0,1.0,0
0.053943634,-0.011347416,-0.075828075,-0.09341913,-0.07326083,-0.3111393,1.0,1.0,0
0.05315552,-0.013013138,-0.06638912,-0.074689515,-0.085568234,-0.2461526,1.0,1.0,0
0.052492905,-0.014265123,-0.057009064,-0.056203496,-0.09475239,-0.18368599,1.0,1.0,0
0.051954173,-0.015108695,-0.047662828,-0.037898194,-0.10090537,-0.12306204,1.0,1.0,0
0.051538754,-0.015547147,-0.038337663,-0.019708319,-0.10409143,-0.063722886,1.0,1.0,0
0.05123205,-0.0155234,-0.028464701,0.0008997393,-0.10627206,-0.043621346,1.0,1.0,0
0.051061917,-0.015155187,-0.019710183,0.01655462,-0.10360228,0.05339383,1.0,1.0,0
0.050914288,-0.014526977,-0.01927614,0.028225394,-0.099124365,0.0895565,1.0,1.0,0
0.0507802,-0.01374624,-0.018999707,0.03505957,-0.09358353,0.110814415,1.0,1.0,0
0.05064974,-0.012931599,-0.01889499,0.036560528,-0.08779043,0.115859434,1.0,1.0,0
0.05051441,-0.012183156,-0.018937154,0.033571463,-0.08243695,0.10706689,1.0,1.0,0
0.050368786,-0.011563566,-0.019073624,0.027779693,-0.077963874,0.08945955,1.0,1.0,0
0.05021124,-0.011091891,-0.019241752,0.021141201,-0.07451234,0.069029815,1.0,1.0,0
0.05005722,-0.0107386615,-0.018065732,0.01582816,-0.07187987,0.0526448,1.0,1.0,0
0.049928475,-0.010450485,-0.015082943,0.012909075,-0.06969956,0.04360199,1.0,1.0,0
0.049827863,-0.0101857325,-0.012093142,0.011862155,-0.06768771,0.040240843,1.0,1.0,0
0.04974146,-0.009919515,-0.010669996,0.011925739,-0.06566978,0.04036905,1.0,1.0,0
0.049657535,-0.009631195,-0.010607564,0.012909217,-0.06348512,0.04369379,1.0,1.0,0
0.049577616,-0.009298923,-0.010507474,0.014873107,-0.060987722,0.04994826,1.0,1.0,0
0.049502563,-0.008916369,-0.010399216,0.017117511,-0.05813173,0.057120144,1.0,1.0,0
0.04943161,-0.008490576,-0.010302344,0.01904549,-0.054964993,0.063334614,1.0,1.0,0
0.049363326,-0.008037248,-0.010229742,0.020270301,-0.051596884,0.06736162,1.0,1.0,0
0.049296282,-0.0075750495,-0.010186115,0.020658204,-0.048158985,0.06875749,1.0,1.0,0
0.049228955,-0.0071206116,-0.010168713,0.020302534,-0.044769287,0.06779359,1.0,1.0,0
